terrainID,position,direction,average_power
aa0b,4,25,125.6282
aa0b,4,26,40.42654
aa0b,4,27,7.087869
aa0b,4,28,21.40516
aa0b,4,29,81.77959
aa0b,4,30,179.7891
aa0b,4,31,111.2041
aa0b,4,32,146.6034
aa0b,4,33,176.2032
aa0b,4,34,192.3344
aa0b,4,35,201.4528
aa0c,0,0,142.6754
aa0c,0,1,156.7626
aa0c,0,2,171.8335
aa0c,0,3,182.2659
aa0c,0,4,114.3452
aa0c,0,5,79.03598
aa0c,0,6,45.34954
aa0c,1,0,185.6048
aa0c,1,1,146.9717
aa0c,1,2,99.32675
aa0c,1,3,59.90948
aa0c,1,4,212.4306
aa0c,1,5,235.5421
aa0c,1,6,252.8391
aa0c,2,0,161.0125
aa0c,2,1,126.0435
aa0c,2,2,94.34164
aa0c,2,3,61.66708
aa0c,2,4,183.5276
aa0c,2,5,197.4076
aa0c,2,6,209.7922
aa0c,3,0,173.8436
aa0c,3,1,192.8289
aa0c,3,2,209.5855
aa0c,3,3,208.3319
aa0c,3,4,142.6712
aa0c,3,5,90.91714
aa0c,3,6,55.14027
aa0c,4,0,139.8315
aa0c,4,1,122.0239
aa0c,4,2,110.0881
aa0c,4,3,96.48357
aa0c,4,4,68.61033
aa0c,4,5,43.70586
aa0c,4,6,160.7343
aa0c,4,7,83.04563
aa0c,4,8,29.44843
aa0c,4,9,5.657421
aa0c,4,10,25.46803
aa0c,4,11,73.22518
aa0c,4,12,172.9016
aa0c,4,13,98.44667
aa0c,4,14,140.1514
aa0c,4,15,187.5582
aa0c,4,16,222.9859
aa0c,4,17,249.7984
aa0c,4,18,134.2936
aa0c,4,19,129.3403
aa0c,4,20,126.4846
aa0c,4,21,101.6362
aa0c,4,22,77.91213
aa0c,4,23,45.07337
aa0c,4,24,145.986
aa0c,4,25,56.29085
aa0c,4,26,12.50337
aa0c,4,27,16.60893
aa0c,4,28,74.00441
aa0c,4,29,190.3705
aa0c,4,30,109.6389
aa0c,4,31,149.3991
aa0c,4,32,183.1394
aa0c,4,33,218.3064
aa0c,4,34,244.4525
aa0c,4,35,252.8564
aa0d,0,0,127.5212
aa0d,0,1,156.1647
aa0d,0,2,176.1872
aa0d,0,3,195.7567
aa0d,0,4,116.7399
aa0d,0,5,82.67437
aa0d,0,6,47.7459
aa0d,1,0,177.675
aa0d,1,1,145.307
aa0d,1,2,100.7281
aa0d,1,3,59.6046
aa0d,1,4,209.7435
aa0d,1,5,237.3198
aa0d,1,6,250.3463
aa0d,2,0,138.8381
aa0d,2,1,101.5975
aa0d,2,2,65.51347
aa0d,2,3,37.00032
aa0d,2,4,247.4338
aa0d,2,5,180.3967
aa0d,2,6,188.2309
aa0d,3,0,174.3338
aa0d,3,1,207.1005
aa0d,3,2,230.4608
aa0d,3,3,238.3061
aa0d,3,4,138.2699
aa0d,3,5,97.16843
aa0d,3,6,61.5836
aa0d,4,0,220.2126
aa0d,4,1,207.4113
aa0d,4,2,183.3842
aa0d,4,3,161.3605
aa0d,4,4,119.7774
aa0d,4,5,80.87667
aa0d,4,6,44.68703
aa0d,4,7,18.64234
aa0d,4,8,67.05527
aa0d,4,9,13.00856
aa0d,4,10,10.26828
aa0d,4,11,57.77425
aa0d,4,12,153.6017
aa0d,4,13,97.11771
aa0d,4,14,122.9638
aa0d,4,15,158.3927
aa0d,4,16,186.8687
aa0d,4,17,206.8768
aa0d,4,18,205.53
aa0d,4,19,184.9955
aa0d,4,20,155.1021
aa0d,4,21,117.1906
aa0d,4,22,81.01746
aa0d,4,23,49.01883
aa0d,4,24,21.35477
aa0d,4,25,68.64066
aa0d,4,26,15.44713
aa0d,4,27,12.0301
aa0d,4,28,65.50711
aa0d,4,29,167.7467
aa0d,4,30,104.7307
aa0d,4,31,143.8196
aa0d,4,32,176.6425
aa0d,4,33,199.9742
aa0d,4,34,215.6046
aa0d,4,35,222.8961
aa0e,0,0,144.5313
aa0e,0,1,165.0063
aa0e,0,2,188.4606
aa0e,0,3,191.7074
aa0e,0,4,115.655
aa0e,0,5,89.32146
aa0e,0,6,55.0481
aa0e,1,0,156.7081
aa0e,1,1,126.8839
aa0e,1,2,89.39293
aa0e,1,3,55.92219
aa0e,1,4,183.6066
aa0e,1,5,202.1753
aa0e,1,6,214.5338
aa0e,2,0,163.3376
aa0e,2,1,126.6439
aa0e,2,2,93.58562
aa0e,2,3,56.28544
aa0e,2,4,198.0774
aa0e,2,5,217.801
aa0e,2,6,221.8722
aa0e,3,0,142.2571
aa0e,3,1,170.5076
aa0e,3,2,198.0637
aa0e,3,3,191.7592
aa0e,3,4,107.0736
aa0e,3,5,81.80915
aa0e,3,6,55.14226
aa0e,4,0,194.0707
aa0e,4,1,173.8713
aa0e,4,2,160.8105
aa0e,4,3,130.2599
aa0e,4,4,100.5952
aa0e,4,5,67.52522
aa0e,4,6,38.61226
aa0e,4,7,132.2621
aa0e,4,8,52.59909
aa0e,4,9,12.06277
aa0e,4,10,13.74137
aa0e,4,11,68.32095
aa0e,4,12,167.2498
aa0e,4,13,101.0444
aa0e,4,14,132.5773
aa0e,4,15,175.7628
aa0e,4,16,201.4128
aa0e,4,17,215.3851
aa0e,4,18,168.7831
aa0e,4,19,152.9172
aa0e,4,20,137.9428
aa0e,4,21,107.8087
aa0e,4,22,77.84623
aa0e,4,23,45.07417
aa0e,4,24,157.8852
aa0e,4,25,65.36476
aa0e,4,26,14.14948
aa0e,4,27,10.8763
aa0e,4,28,62.16695
aa0e,4,29,163.6219
aa0e,4,30,101.6231
aa0e,4,31,141.0215
aa0e,4,32,178.6233
aa0e,4,33,209.5645
aa0e,4,34,224.9357
aa0e,4,35,230.5793
aa0f,0,0,151.1716
aa0f,0,1,178.752
aa0f,0,2,202.5574
aa0f,0,3,205.4134
aa0f,0,4,111.9839
aa0f,0,5,85.08801
aa0f,0,6,52.56791
aa0f,1,0,142.5502
aa0f,1,1,114.6777
aa0f,1,2,80.58016
aa0f,1,3,50.87496
aa0f,1,4,171.0607
aa0f,1,5,192.1184
aa0f,1,6,180.5063
aa0f,2,0,150.3939
aa0f,2,1,119.0193
aa0f,2,2,79.57751
aa0f,2,3,47.22683
aa0f,2,4,181.5837
aa0f,2,5,193.111
aa0f,2,6,196.3684
aa0f,3,0,146.6917
aa0f,3,1,185.6548
aa0f,3,2,195.3356
aa0f,3,3,195.6797
aa0f,3,4,112.36
aa0f,3,5,81.16558
aa0f,3,6,50.62575
aa0f,4,0,171.6233
aa0f,4,1,172.0237
aa0f,4,2,144.199
aa0f,4,3,120.5602
aa0f,4,4,84.83154
aa0f,4,5,56.13351
aa0f,4,6,30.35886
aa0f,4,7,110.7353
aa0f,4,8,44.38317
aa0f,4,9,11.25931
aa0f,4,10,14.41831
aa0f,4,11,59.18316
aa0f,4,12,137.0587
aa0f,4,13,93.92002
aa0f,4,14,135.4687
aa0f,4,15,166.844
aa0f,4,16,196.3298
aa0f,4,17,214.2915
aa0f,4,18,166.528
aa0f,4,19,150.6266
aa0f,4,20,127.8554
aa0f,4,21,103.1783
aa0f,4,22,80.80649
aa0f,4,23,48.56075
aa0f,4,24,20.99734
aa0f,4,25,62.69131
aa0f,4,26,13.61826
aa0f,4,27,16.55617
aa0f,4,28,72.75414
aa0f,4,29,176.206
aa0f,4,30,102.5462
aa0f,4,31,137.995
aa0f,4,32,169.7559
aa0f,4,33,197.876
aa0f,4,34,210.4625
aa0f,4,35,219.9953
aa0g,0,0,147.3337
aa0g,0,1,165.6641
aa0g,0,2,177.9341
aa0g,0,3,191.6903
aa0g,0,4,113.539
aa0g,0,5,76.20943
aa0g,0,6,42.77917
aa0g,1,0,169.2764
aa0g,1,1,138.5556
aa0g,1,2,100.4978
aa0g,1,3,64.33546
aa0g,1,4,190.7955
aa0g,1,5,228.8014
aa0g,1,6,232.1213
aa0g,2,0,143.353
aa0g,2,1,122.9987
aa0g,2,2,85.61549
aa0g,2,3,51.62815
aa0g,2,4,164.4393
aa0g,2,5,179.927
aa0g,2,6,176.8481
aa0g,3,0,185.1229
aa0g,3,1,218.4892
aa0g,3,2,225.1908
aa0g,3,3,217.788
aa0g,3,4,136.262
aa0g,3,5,93.97004
aa0g,3,6,59.41653
aa0g,4,0,170.1402
aa0g,4,1,160.3649
aa0g,4,2,141.4422
aa0g,4,3,118.9319
aa0g,4,4,85.48913
aa0g,4,5,52.43249
aa0g,4,6,25.87663
aa0g,4,7,84.91534
aa0g,4,8,31.31111
aa0g,4,9,9.739515
aa0g,4,10,40.63639
aa0g,4,11,107.2063
aa0g,4,12,71.2774
aa0g,4,13,104.0569
aa0g,4,14,139.8663
aa0g,4,15,178.178
aa0g,4,16,207.2753
aa0g,4,17,222.0081
aa0g,4,18,163.7825
aa0g,4,19,147.2091
aa0g,4,20,117.1546
aa0g,4,21,87.1125
aa0g,4,22,59.95148
aa0g,4,23,37.67513
aa0g,4,24,118.0474
aa0g,4,25,45.64701
aa0g,4,26,13.7304
aa0g,4,27,24.83252
aa0g,4,28,85.48027
aa0g,4,29,191.7336
aa0g,4,30,106.5591
aa0g,4,31,149.8842
aa0g,4,32,182.8113
aa0g,4,33,211.0611
aa0g,4,34,221.5613
aa0g,4,35,235.5584
aa0h,0,0,148.1156
aa0h,0,1,165.7618
aa0h,0,2,193.1924
aa0h,0,3,196.3764
aa0h,0,4,111.3586
aa0h,0,5,72.98427
aa0h,0,6,40.93478
aa0h,1,0,163.3523
aa0h,1,1,127.0748
aa0h,1,2,88.43853
aa0h,1,3,51.62632
aa0h,1,4,191.7655
aa0h,1,5,199.7269
aa0h,1,6,208.7335
aa0h,2,0,129.7101
aa0h,2,1,99.06242
aa0h,2,2,68.97401
aa0h,2,3,38.18077
aa0h,2,4,246.1301
aa0h,2,5,174.1713
aa0h,2,6,181.1362
aa0h,3,0,166.2622
aa0h,3,1,201.1647
aa0h,3,2,221.1077
aa0h,3,3,222.0662
aa0h,3,4,123.4185
aa0h,3,5,87.55683
aa0h,3,6,54.28279
aa0h,4,0,237.1053
aa0h,4,1,233.8441
aa0h,4,2,215.1789
aa0h,4,3,180.219
aa0h,4,4,151.0399
aa0h,4,5,105.5887
aa0h,4,6,67.23312
aa0h,4,7,34.37133
aa0h,4,8,10.78352
aa0h,4,9,58.4077
aa0h,4,10,8.392142
aa0h,4,11,24.61058
aa0h,4,12,96.41499
aa0h,4,13,88.03837
aa0h,4,14,121.8749
aa0h,4,15,151.9164
aa0h,4,16,181.4955
aa0h,4,17,191.7056
aa0h,4,18,227.1698
aa0h,4,19,204.576
aa0h,4,20,177.3293
aa0h,4,21,138.9586
aa0h,4,22,101.8264
aa0h,4,23,62.92973
aa0h,4,24,32.32141
aa0h,4,25,141.5262
aa0h,4,26,49.46965
aa0h,4,27,8.902067
aa0h,4,28,18.13557
aa0h,4,29,75.96562
aa0h,4,30,174.6344
aa0h,4,31,103.9125
aa0h,4,32,140.705
aa0h,4,33,168.6318
aa0h,4,34,189.4694
aa0h,4,35,199.3896
aa0i,0,0,130.6327
aa0i,0,1,158.567
aa0i,0,2,178.2705
aa0i,0,3,194.4186
aa0i,0,4,103.2188
aa0i,0,5,73.69424
aa0i,0,6,43.10054
aa0i,1,0,199.2094
aa0i,1,1,164.6578
aa0i,1,2,126.3624
aa0i,1,3,76.97096
aa0i,1,4,231.8509
aa0i,1,5,257.4587
aa0i,1,6,260.7719
aa0i,2,0,127.4108
aa0i,2,1,103.153
aa0i,2,2,67.58245
aa0i,2,3,36.25484
aa0i,2,4,251.5708
aa0i,2,5,172.9207
aa0i,2,6,172.1565
aa0i,3,0,167.1245
aa0i,3,1,184.0937
aa0i,3,2,208.9464
aa0i,3,3,219.553
aa0i,3,4,129.4396
aa0i,3,5,85.79543
aa0i,3,6,53.57788
aa0i,4,0,223.6771
aa0i,4,1,227.8104
aa0i,4,2,210.4465
aa0i,4,3,184.6235
aa0i,4,4,143.0189
aa0i,4,5,105.3264
aa0i,4,6,68.53091
aa0i,4,7,34.62337
aa0i,4,8,144.2923
aa0i,4,9,49.32756
aa0i,4,10,7.248663
aa0i,4,11,29.45103
aa0i,4,12,103.0546
aa0i,4,13,86.30813
aa0i,4,14,134.4112
aa0i,4,15,163.4979
aa0i,4,16,190.9011
aa0i,4,17,206.488
aa0i,4,18,222.7867
aa0i,4,19,184.5943
aa0i,4,20,144.0444
aa0i,4,21,102.2401
aa0i,4,22,71.45102
aa0i,4,23,42.52104
aa0i,4,24,21.18202
aa0i,4,25,89.42324
aa0i,4,26,32.54596
aa0i,4,27,5.826761
aa0i,4,28,24.80907
aa0i,4,29,95.38979
aa0i,4,30,201.7486
aa0i,4,31,111.4968
aa0i,4,32,143.3276
aa0i,4,33,180.5976
aa0i,4,34,200.2722
aa0i,4,35,208.0342
aa0j,0,0,160.6642
aa0j,0,1,183.4638
aa0j,0,2,206.27
aa0j,0,3,207.8884
aa0j,0,4,132.3778
aa0j,0,5,99.39098
aa0j,0,6,65.09354
aa0j,1,0,136.1666
aa0j,1,1,102.0309
aa0j,1,2,77.74797
aa0j,1,3,44.58072
aa0j,1,4,164.1245
aa0j,1,5,165.583
aa0j,1,6,170.8088
aa0j,2,0,172.5301
aa0j,2,1,140.0928
aa0j,2,2,103.4609
aa0j,2,3,68.70917
aa0j,2,4,201.6635
aa0j,2,5,219.5005
aa0j,2,6,223.4096
aa0j,3,0,108.202
aa0j,3,1,143.5042
aa0j,3,2,193.3658
aa0j,3,3,196.8235
aa0j,3,4,80.592
aa0j,3,5,58.41477
aa0j,3,6,35.13023
aa0j,4,0,265.6957
aa0j,4,1,269.3362
aa0j,4,2,251.2553
aa0j,4,3,226.3854
aa0j,4,4,188.0158
aa0j,4,5,146.925
aa0j,4,6,101.4657
aa0j,4,7,51.13863
aa0j,4,8,23.53327
aa0j,4,9,5.556435
aa0j,4,10,29.12451
aa0j,4,11,16.54083
aa0j,4,12,65.56074
aa0j,4,13,161.5297
aa0j,4,14,117.3413
aa0j,4,15,146.5987
aa0j,4,16,161.1693
aa0j,4,17,176.6955
aa0j,4,18,252.823
aa0j,4,19,236.8729
aa0j,4,20,215.439
aa0j,4,21,178.4571
aa0j,4,22,142.9615
aa0j,4,23,105.3472
aa0j,4,24,65.90994
aa0j,4,25,33.24596
aa0j,4,26,12.75574
aa0j,4,27,83.51223
aa0j,4,28,17.95445
aa0j,4,29,30.80947
aa0j,4,30,124.0792
aa0j,4,31,85.29103
aa0j,4,32,118.8089
aa0j,4,33,158.7825
aa0j,4,34,174.8817
aa0j,4,35,185.6227
aa0k,0,0,174.4571
aa0k,0,1,206.2628
aa0k,0,2,220.1315
aa0k,0,3,228.4564
aa0k,0,4,133.2253
aa0k,0,5,98.81661
aa0k,0,6,58.15013
aa0k,1,0,148.6658
aa0k,1,1,115.649
aa0k,1,2,84.97836
aa0k,1,3,54.48961
aa0k,1,4,175.4767
aa0k,1,5,191.9233
aa0k,1,6,193.4979
aa0k,2,0,168.9605
aa0k,2,1,132.3436
aa0k,2,2,95.33829
aa0k,2,3,60.89609
aa0k,2,4,194.7014
aa0k,2,5,208.5394
aa0k,2,6,216.0186
aa0k,3,0,125.8129
aa0k,3,1,159.8289
aa0k,3,2,171.2345
aa0k,3,3,176.1384
aa0k,3,4,96.84582
aa0k,3,5,72.06725
aa0k,3,6,44.84174
aa0k,4,0,206.7852
aa0k,4,1,196.7447
aa0k,4,2,180.8854
aa0k,4,3,160.6397
aa0k,4,4,131.5938
aa0k,4,5,96.47264
aa0k,4,6,59.27116
aa0k,4,7,27.58482
aa0k,4,8,102.5201
aa0k,4,9,26.00511
aa0k,4,10,4.596833
aa0k,4,11,28.71399
aa0k,4,12,108.0612
aa0k,4,13,88.00304
aa0k,4,14,129.1799
aa0k,4,15,166.2727
aa0k,4,16,186.7486
aa0k,4,17,213.6378
aa0k,4,18,210.9615
aa0k,4,19,186.6837
aa0k,4,20,155.5897
aa0k,4,21,109.332
aa0k,4,22,74.23002
aa0k,4,23,42.12151
aa0k,4,24,155.4319
aa0k,4,25,66.35423
aa0k,4,26,14.96834
aa0k,4,27,5.985442
aa0k,4,28,42.72461
aa0k,4,29,126.9263
aa0k,4,30,83.12924
aa0k,4,31,126.6084
aa0k,4,32,157.5231
aa0k,4,33,187.9437
aa0k,4,34,202.2246
aa0k,4,35,206.2959
aa0l,0,0,165.9453
aa0l,0,1,176.2489
aa0l,0,2,193.0167
aa0l,0,3,201.4695
aa0l,0,4,133.7664
aa0l,0,5,96.90542
aa0l,0,6,65.26932
aa0l,1,0,157.3606
aa0l,1,1,136.3595
aa0l,1,2,112.1753
aa0l,1,3,68.49418
aa0l,1,4,186.6682
aa0l,1,5,184.9209
aa0l,1,6,171.8167
aa0l,2,0,167.3963
aa0l,2,1,137.5457
aa0l,2,2,97.65588
aa0l,2,3,64.75306
aa0l,2,4,192.1377
aa0l,2,5,218.0458
aa0l,2,6,247.3804
aa0l,3,0,175.1915
aa0l,3,1,189.63
aa0l,3,2,207.3361
aa0l,3,3,223.2293
aa0l,3,4,137.0374
aa0l,3,5,103.731
aa0l,3,6,71.43246
aa0l,4,0,212.4064
aa0l,4,1,201.1973
aa0l,4,2,176.9895
aa0l,4,3,143.8374
aa0l,4,4,111.7399
aa0l,4,5,81.06532
aa0l,4,6,65.30795
aa0l,4,7,25.96409
aa0l,4,8,118.6474
aa0l,4,9,44.00525
aa0l,4,10,11.46372
aa0l,4,11,24.39228
aa0l,4,12,76.1109
aa0l,4,13,179.9709
aa0l,4,14,108.7263
aa0l,4,15,138.5072
aa0l,4,16,192.8619
aa0l,4,17,214.0135
aa0l,4,18,183.0099
aa0l,4,19,182.1925
aa0l,4,20,154.818
aa0l,4,21,123.3232
aa0l,4,22,96.35405
aa0l,4,23,52.76189
aa0l,4,24,19.98513
aa0l,4,25,87.08216
aa0l,4,26,22.19789
aa0l,4,27,14.19104
aa0l,4,28,51.64968
aa0l,4,29,134.4309
aa0l,4,30,96.67162
aa0l,4,31,144.4796
aa0l,4,32,180.5403
aa0l,4,33,196.4833
aa0l,4,34,228.907
aa0l,4,35,228.6602
aa0m,0,0,157.3285
aa0m,0,1,176.7285
aa0m,0,2,192.585
aa0m,0,3,202.0659
aa0m,0,4,119.7553
aa0m,0,5,85.36108
aa0m,0,6,49.60649
aa0m,1,0,167.314
aa0m,1,1,134.8348
aa0m,1,2,102.9569
aa0m,1,3,62.97889
aa0m,1,4,191.4265
aa0m,1,5,208.9807
aa0m,1,6,207.6703
aa0m,2,0,153.6331
aa0m,2,1,116.9692
aa0m,2,2,80.37347
aa0m,2,3,48.00166
aa0m,2,4,290.1594
aa0m,2,5,201.8133
aa0m,2,6,206.6414
aa0m,3,0,152.3138
aa0m,3,1,189.5921
aa0m,3,2,206.8079
aa0m,3,3,216.863
aa0m,3,4,117.4159
aa0m,3,5,81.45607
aa0m,3,6,50.27586
aa0m,4,0,221.5735
aa0m,4,1,218.6199
aa0m,4,2,191.5098
aa0m,4,3,164.4498
aa0m,4,4,134.0523
aa0m,4,5,97.15963
aa0m,4,6,61.09102
aa0m,4,7,33.05585
aa0m,4,8,146.8688
aa0m,4,9,54.90021
aa0m,4,10,8.458963
aa0m,4,11,22.57985
aa0m,4,12,92.27692
aa0m,4,13,84.429
aa0m,4,14,118.6544
aa0m,4,15,148.8257
aa0m,4,16,177.437
aa0m,4,17,196.4105
aa0m,4,18,212.6991
aa0m,4,19,190.9653
aa0m,4,20,168.1093
aa0m,4,21,134.2513
aa0m,4,22,96.51733
aa0m,4,23,61.12143
aa0m,4,24,31.24284
aa0m,4,25,133.0373
aa0m,4,26,46.1016
aa0m,4,27,8.049278
aa0m,4,28,23.13185
aa0m,4,29,90.07898
aa0m,4,30,198.6325
aa0m,4,31,110.7669
aa0m,4,32,138.9854
aa0m,4,33,166.9649
aa0m,4,34,190.1393
aa0m,4,35,200.1909
aa0n,0,0,150.9743
aa0n,0,1,176.8681
aa0n,0,2,177.184
aa0n,0,3,175.7898
aa0n,0,4,114.0195
aa0n,0,5,79.25295
aa0n,0,6,46.96964
aa0n,1,0,147.37
aa0n,1,1,113.5013
aa0n,1,2,78.75099
aa0n,1,3,45.24063
aa0n,1,4,179.9575
aa0n,1,5,200.1877
aa0n,1,6,216.6127
aa0n,2,0,137.2737
aa0n,2,1,105.2991
aa0n,2,2,78.81953
aa0n,2,3,46.98837
aa0n,2,4,267.3005
aa0n,2,5,177.4097
aa0n,2,6,187.1967
aa0n,3,0,162.0336
aa0n,3,1,190.6602
aa0n,3,2,220.9027
aa0n,3,3,229.5003
aa0n,3,4,134.0201
aa0n,3,5,89.69173
aa0n,3,6,47.28452
aa0n,4,0,223.114
aa0n,4,1,223.4811
aa0n,4,2,205.0607
aa0n,4,3,175.9026
aa0n,4,4,135.9373
aa0n,4,5,89.48584
aa0n,4,6,58.12407
aa0n,4,7,35.86694
aa0n,4,8,121.305
aa0n,4,9,41.86116
aa0n,4,10,9.044968
aa0n,4,11,32.32663
aa0n,4,12,107.1211
aa0n,4,13,73.07797
aa0n,4,14,111.712
aa0n,4,15,153.3852
aa0n,4,16,186.2134
aa0n,4,17,218.8342
aa0n,4,18,226.0958
aa0n,4,19,200.1715
aa0n,4,20,173.6519
aa0n,4,21,132.9379
aa0n,4,22,78.95556
aa0n,4,23,57.84948
aa0n,4,24,31.89705
aa0n,4,25,114.6621
aa0n,4,26,35.91295
